"","pctilleg","pctkids2par","numilleg","racepctwhite","racepctblack","pctpersdensehouse","pctfam2par","pctvacantboarded","numstreet","pcthouseless3br","malepctdivorce","mixedCommunity","immigrantCommunity","violentcrimesperpopulation"
"1849",0.04,0.82,0,0.97,0.01,0.13,0.79,0.15,0,0.41,0.45,1,1,0.14
"1850",1,0.03,0.09,0,1,0.2,0.06,0.83,0.02,0.58,0.79,2,1,0.55
"1851",0.06,0.68,0,0.87,0.12,0.1,0.69,0.14,0,0.31,0.52,1,1,0.13
"1852",0.07,0.55,0,0.91,0.11,0.06,0.56,0.01,0.02,0.64,0.42,1,1,0.22
"1853",0.32,0.55,0.01,0.83,0.2,0.11,0.55,0.18,0,0.52,0.72,2,1,0.29
"1854",0.16,0.72,0.01,0.94,0.02,0.09,0.64,0.06,0,0.63,0.3,1,1,0.05
"1855",0.06,0.8,0,0.91,0.07,0.14,0.8,0.1,0,0.38,0.39,1,1,0.16
"1856",0.21,0.51,0.02,0.97,0.03,0.04,0.48,0.26,0,0.53,0.6,1,1,0.09
"1857",0.16,0.47,0.01,0.9,0.12,0.06,0.46,0.1,0,0.53,0.65,1,1,0.17
"1858",0.11,0.73,0,0.88,0.07,0.06,0.7,0.09,0,0.55,0.16,1,2,0.15
"1859",0.28,0.61,0.02,0.85,0.16,0.07,0.62,0.16,0,0.56,0.41,1,1,0.14
"1860",0.59,0.4,0.11,0.64,0.36,0.15,0.37,0.48,0.01,0.52,0.55,2,1,0.34
"1861",0.3,0.49,0.02,0.81,0.23,0.08,0.47,0.19,0,0.61,0.73,2,1,0.27
"1862",0.15,0.77,0.02,0.8,0.04,0.2,0.78,0.11,0.01,0.53,0.37,2,1,0.17
"1863",0.29,0.45,0.01,0.72,0.34,0.11,0.46,0.05,0,0.49,0.5,2,1,0.26
"1864",0.09,0.78,0,0.98,0,0.08,0.71,0.03,0,0.55,0.34,1,1,0.07
"1865",0.06,0.96,0,0.95,0.02,0.03,0.96,0.04,0,0.37,0.26,1,1,0.02
"1866",0.74,0.25,0.22,0.52,0.52,0.26,0.29,0.21,0.54,0.75,0.78,2,1,0.95
"1867",0.06,0.66,0,0.99,0,0.21,0.67,0.33,0,0.47,0.63,1,1,0.11
"1868",0.16,0.54,0,0.99,0.01,0.04,0.5,0.06,0,0.46,0.56,1,1,0.03
"1869",0.08,0.81,0.01,0.95,0,0.07,0.75,0.06,0,0.43,0.36,1,1,0.03
"1870",0.18,0.65,0.01,0.89,0.15,0.03,0.61,0.17,0,0.45,0.31,1,1,0.19
"1871",0.23,0.55,0.01,0.49,0.07,0.45,0.59,0.5,0,0.58,0.36,2,1,0.34
"1872",0.07,0.83,0,0.99,0.01,0.04,0.82,0.14,0,0.24,0.26,1,1,0.11
"1873",0.85,0.29,0.14,0.35,0.81,0.19,0.32,0.68,0,0.59,0.49,2,1,0.53
"1874",0.12,0.67,0.01,0.92,0.09,0.04,0.67,0.05,0.01,0.41,0.55,1,1,0.04
"1875",0.27,0.64,0.01,0.91,0.04,0.1,0.59,0.19,0,0.63,0.53,1,1,0.21
"1876",0.28,0.58,0.03,0.64,0.02,0.51,0.6,0.11,0,0.6,0.49,2,2,0.37
"1877",0.2,0.68,0.02,0.68,0.17,0.22,0.66,0.04,0,0.37,0.41,2,1,0.18
"1878",0.21,0.51,0.02,0.98,0.01,0.06,0.46,0.34,0,0.61,0.6,1,1,0.15
"1879",0.83,0.16,0.13,0.47,0.12,0.48,0.14,0.41,0.06,0.62,0.58,2,2,0.88
"1880",1,0.09,0.06,0.08,1,0.45,0.13,1,0,0.65,0.64,2,1,0.2
"1881",0.32,0.59,0.02,0.65,0.39,0.14,0.6,0.08,0,0.53,0.4,2,2,0.22
"1882",0.08,0.79,0,0.88,0.02,0.13,0.78,0.14,0,0.51,0.31,1,2,0.06
"1883",0.08,0.81,0,0.98,0.01,0.04,0.75,0.11,0,0.46,0.34,1,1,0.08
"1884",0.15,0.71,0.01,0.76,0.1,0.12,0.68,0.08,0,0.41,0.61,1,1,0.11
"1885",0.27,0.56,0.02,0.53,0.2,0.39,0.52,0.3,0,0.79,0.6,2,2,0.38
"1886",0.08,0.88,0,0.91,0.06,0.04,0.85,0.06,0,0.29,0.33,1,1,0.08
"1887",0.23,0.69,0.01,0.71,0.35,0.14,0.68,0.25,0,0.42,0.41,2,1,0.29
"1888",0.3,0.58,0.03,0.59,0.19,0.39,0.59,0.16,0.24,0.52,0.56,2,2,0.36
"1889",0.19,0.63,0.01,0.93,0.07,0.07,0.61,0.11,0,0.44,0.52,1,1,0.09
"1890",0.12,0.67,0,0.62,0.12,0.4,0.72,0.3,0,0.47,0.37,2,1,0.1
"1891",0.07,0.69,0,0.97,0,0.15,0.68,0.32,0,0.42,0.51,1,1,0.05
"1892",0.22,0.64,0.05,0.8,0.06,0.21,0.6,0.05,0,0.59,0.46,2,2,0.23
"1893",0.17,0.65,0.03,0.88,0.02,0.1,0.61,0.11,0.01,0.71,0.38,1,2,0.15
"1894",0.35,0.51,0.02,0.91,0.1,0.06,0.47,0.26,0,0.48,0.6,1,1,0.3
"1895",0.13,0.78,0.01,0.95,0.04,0.08,0.77,0.06,0,0.5,0.37,1,2,0.03
"1896",0.09,0.74,0,0.96,0.05,0.05,0.77,0.17,0,0.33,0.37,1,1,0.19
"1897",0.07,0.74,0,0.99,0.01,0.05,0.74,0.02,0,0.42,0.33,1,1,0.04
"1898",0.05,0.84,0,0.95,0.01,0.04,0.83,0.19,0,0.33,0.23,1,1,0.15
"1899",0.21,0.69,0.01,0.95,0.02,0.12,0.66,0.05,0,0.5,0.47,1,1,0.01
"1900",0.04,0.98,0,0.98,0,0.22,0.99,0.55,0,0.08,0.06,1,1,0.08
"1901",0.18,0.67,0.01,0.78,0.27,0.12,0.71,0.17,0,0.18,0.36,2,1,0.5
"1902",0.07,0.66,0,0.88,0.03,0.1,0.67,0.36,0,0.41,0.53,1,1,0.16
"1903",0.17,0.72,0,0.72,0.03,0.45,0.7,0,0,0.34,0.43,2,1,0.16
"1904",0.24,0.51,0.02,0.84,0.07,0.21,0.45,0.06,0.16,0.77,0.85,1,1,0.22
"1905",0.09,0.81,0.01,0.9,0.05,0.09,0.77,0.01,0,0.48,0.58,1,1,0.08
"1906",0.04,0.66,0,0.94,0.05,0.07,0.66,0.03,0,0.94,0.31,1,1,0.14
"1907",0.07,0.8,0,0.62,0.03,0.31,0.79,0.03,0,0.72,0.34,2,2,0.05
"1908",0.71,0.22,0.45,0.53,0.58,0.15,0.21,1,0.08,0.69,0.78,2,1,0.41
"1909",0.24,0.52,0.02,0.96,0.02,0.06,0.46,0.1,0,0.61,0.6,1,1,0.09
"1910",0.36,0.57,0.01,0.96,0.02,0.22,0.55,0.64,0,0.63,0.45,1,1,0.26
"1911",0.58,0.49,0.15,0.34,0.28,1,0.57,0.32,0.01,0.62,0.44,2,2,0.67
"1912",0.08,0.82,0,0.88,0.14,0.03,0.8,0.1,0,0.4,0.24,1,1,0.05
"1913",0.15,0.59,0,0.9,0.11,0.06,0.53,0.11,0,0.55,0.5,1,1,0.17
"1914",0.13,0.71,0.01,0.82,0.06,0.2,0.7,0.04,0,0.4,0.62,2,2,0.29
"1915",0.07,0.42,0,0.93,0.06,0.07,0.4,0.04,0,0.88,0.74,1,1,0.54
"1916",0.05,0.86,0,0.89,0.1,0.04,0.91,0.21,0,0.05,0.11,1,1,0.1
"1917",0.78,0.45,0.04,0.48,0.01,1,0.57,0.41,0.19,0.74,0.33,2,2,0.63
"1918",0.2,0.53,0,0.9,0.11,0.06,0.46,0.03,0,0.55,0.6,1,1,0.2
"1919",0.2,0.49,0.01,0.74,0.12,0.22,0.55,0.26,0,0.6,0.54,2,1,0.29
"1920",0.59,0.52,0.02,0.68,0.29,0.19,0.51,0.34,0,0.5,0.43,2,1,0.27
"1921",0.17,0.61,0.01,0.48,0.05,1,0.63,0.34,0,0.67,0.56,2,2,0.13
"1922",0.21,0.69,0.01,0.38,0.28,0.45,0.71,1,0,0.27,0.42,2,2,0.16
"1923",0.3,0.5,0.05,0.66,0.04,0.49,0.52,0.04,0.11,0.76,0.59,2,2,0.32
"1924",0.11,0.76,0.01,0.67,0.02,0.26,0.78,0.01,0.01,0.25,0.36,2,2,0.11
"1925",0.12,0.8,0.02,0.86,0.02,0.17,0.79,0,0,0.3,0.4,2,2,0.13
"1926",0.36,0.55,0.03,0.39,0.09,0.99,0.56,0.2,0,0.62,0.43,2,2,0.29
"1927",0.16,0.67,0.01,0.97,0.01,0.08,0.62,0.08,0,0.48,0.51,1,1,0.09
"1928",0.09,0.85,0,0.91,0.06,0.06,0.82,0.08,0,0.59,0.42,1,2,0.08
"1929",0.28,0.59,0.01,0.71,0.33,0.11,0.58,0.12,0,0.43,0.6,2,1,0.17
"1930",0.15,0.64,0,0.82,0.21,0.05,0.61,0.06,0,0.48,0.55,2,1,0.17
"1931",0.01,0.94,0,0.97,0.01,0.04,0.94,0.13,0,0.21,0.2,1,1,0.02
"1932",0.09,0.67,0,0.91,0.04,0.16,0.64,0.06,0,0.78,0.39,2,2,0.12
"1933",0.04,0.94,0,0.87,0.02,0.02,0.99,0.26,0,0.09,0.12,1,1,0.04
"1934",0.06,0.87,0,0.91,0.08,0.03,0.89,0,0,0.28,0.28,1,1,0.03
"1935",0.06,0.81,0,0.87,0.16,0.05,0.77,0,0,0.49,0.23,1,1,0.14
"1936",0.09,0.7,0,0.99,0,0.04,0.68,0.03,0,0.52,0.43,1,1,0.04
"1937",0.04,0.78,0,0.98,0.02,0.02,0.81,0.04,0,0.85,0.12,1,1,0.04
"1938",0.13,0.69,0,0.99,0,0.04,0.66,0.18,0,0.55,0.4,1,1,0.06
"1939",0.18,0.65,0.01,0.74,0.12,0.19,0.66,0.14,0,0.43,0.59,2,1,0.2
"1940",0.2,0.52,0.01,0.96,0.03,0.07,0.48,0.29,0,0.54,0.47,1,1,0.08
"1941",0.39,0.45,0.05,0.76,0.28,0.05,0.41,0.25,0.03,0.55,0.64,2,1,0.56
"1942",0.25,0.63,0.02,0.59,0.11,0.52,0.6,0.09,0.02,0.72,0.54,2,2,0.14
"1943",0.3,0.58,0.01,0.89,0.13,0.12,0.57,0.11,0,0.42,0.59,1,1,0.12
"1944",0.1,0.52,0.01,0.95,0.01,0.26,0.51,0.43,0,0.87,0.69,1,1,0.16
"1945",0.12,0.76,0.01,0.85,0.05,0.15,0.71,0.01,0,0.4,0.46,1,2,0.16
"1946",0.17,0.67,0.01,0.88,0.11,0.13,0.66,0.06,0,0.45,0.58,1,1,0.15
"1947",0.19,0.62,0.03,0.54,0.02,0.67,0.67,0.29,0,0.51,0.42,2,2,0.2
"1948",0.13,0.53,0,0.94,0.01,0.08,0.42,0.02,0,0.63,0.61,1,2,0.06
"1949",0.03,0.94,0,0.91,0.08,0.02,0.94,0.1,0,0.09,0.21,1,1,0.18
"1950",0.41,0.47,0.16,0.7,0.33,0.1,0.44,0.42,0.03,0.53,0.64,2,1,0.23
"1951",0.09,0.74,0,0.98,0.01,0.06,0.73,0.14,0,0.42,0.36,1,1,0.18
"1952",0.17,0.8,0.03,0.81,0.03,0.24,0.79,0.04,0,0.44,0.43,2,2,0.26
"1953",0.11,0.79,0.01,0.8,0.03,0.23,0.79,0,0,0.44,0.41,2,2,0.11
"1954",0.13,0.65,0,0.98,0.02,0.06,0.64,0.39,0,0.41,0.47,1,1,0.04
"1955",0.37,0.54,0.72,0.5,0.18,0.48,0.55,0.15,1,0.67,0.55,2,2,0.48
"1956",0.07,0.87,0,0.93,0.02,0.05,0.91,0.2,0,0.25,0.17,1,1,0.03
"1957",0.42,0.46,0.03,0.68,0.4,0.15,0.49,0.27,0.01,0.58,0.6,2,1,0.3
"1958",0.53,0.41,0.19,0.46,0.66,0.14,0.42,0.71,0,0.54,0.64,2,1,1
"1959",0.24,0.71,0.01,0.69,0.33,0.19,0.7,0.07,0,0.44,0.46,2,1,0.34
"1960",0.09,0.9,0,0.74,0.25,0.17,0.9,0,0,0.2,0.23,2,1,0.1
"1961",0.11,0.73,0,0.94,0,0.08,0.67,0.36,0,0.53,0.37,1,1,0.02
"1962",0.24,0.6,0.02,0.39,0.72,0.05,0.56,0.1,0,0.34,0.36,2,2,0.02
"1963",0.29,0.54,0.04,0.41,0.04,0.77,0.57,0.01,0.05,0.58,0.47,2,2,0.32
"1964",0.82,0.24,0.05,0.47,0.61,0.21,0.2,0.77,0,0.66,0.53,2,2,0.45
"1965",0.78,0.27,0.11,0.08,1,0.4,0.29,0.41,0,0.75,0.49,2,2,0.6
"1966",0.49,0.46,0.77,0.64,0.44,0.11,0.46,0.89,0.31,0.58,0.7,2,1,0.69
"1967",0.28,0.6,0.03,0.74,0.07,0.48,0.58,0.05,0.29,0.69,0.62,2,2,0.3
"1968",0.04,0.93,0,0.97,0,0.03,0.92,0.18,0,0.16,0.17,1,1,0.04
"1969",0.46,0.35,0.01,0.53,0.51,0.15,0.43,0.82,0.01,0.69,0.66,2,2,0.19
"1970",0.4,0.46,0.47,0.29,0.21,0.49,0.49,0.3,1,0.86,0.55,2,2,0.75
"1971",0.35,0.5,0.01,0.69,0.38,0.12,0.55,0.19,0,0.44,0.51,2,1,0.53
"1972",0.27,0.59,0.03,0.73,0.32,0.09,0.6,0.14,0,0.44,0.53,2,1,0.22
"1973",0.18,0.64,0.02,0.69,0.07,0.25,0.64,0.09,0.06,0.48,0.47,2,2,0.3
"1974",0.04,0.81,0,0.97,0.03,0.05,0.78,0.06,0,0.3,0.35,1,1,0.04
"1975",0.86,0.42,0.03,0.51,0.62,0.13,0.4,0.08,0,0.48,0.46,2,1,0.52
"1976",0.13,0.67,0.01,0.89,0.03,0.1,0.6,0.11,0,0.6,0.67,1,1,0.09
"1977",0.06,0.78,0,0.93,0.03,0.05,0.75,0.05,0,0.56,0.23,1,2,0.08
"1978",0.09,0.61,0,0.94,0.06,0.05,0.58,0.07,0,0.48,0.5,1,1,0.25
"1979",0.07,0.86,0,0.94,0.02,0.05,0.84,0.1,0,0.35,0.29,1,1,0.04
"1980",0.26,0.6,0.01,0.63,0.39,0.14,0.63,0.44,0.01,0.48,0.39,2,2,0.16
"1981",0.31,0.6,0.03,0.93,0.04,0.1,0.58,0.11,0,0.55,0.42,1,1,0.28
"1982",0.11,0.79,0.01,0.84,0.17,0.04,0.78,0.1,0,0.49,0.28,1,1,0.07
"1983",0.03,0.84,0,0.98,0.02,0.04,0.85,0.07,0,0.2,0.19,1,1,0.03
"1984",0.3,0.42,0.01,0.65,0.37,0.21,0.44,0.06,0,0.58,0.75,2,1,0.56
"1985",0.02,0.79,0,0.98,0.01,0.04,0.77,0.09,0,0.35,0.3,1,1,0.14
"1986",0.42,0.43,0.02,0.57,0.55,0.17,0.48,0.18,0,0.46,0.42,2,1,0.14
"1987",0.05,0.86,0,0.97,0.02,0.04,0.84,0.11,0,0.34,0.25,1,1,0.02
"1988",0.12,0.84,0,1,0,0.08,0.84,0.12,0,0.41,0.31,1,1,0.04
"1989",0.85,0.14,0.05,0.21,1,0.26,0.18,0.24,0,0.52,0.61,2,1,0.19
"1990",0.11,0.68,0,0.87,0.1,0.1,0.63,0,0,0.49,0.39,2,2,0.09
"1991",0.42,0.63,0.03,0.28,0.46,0.67,0.66,0.17,0,0.6,0.42,2,2,0.45
"1992",0.54,0.42,0.13,0.69,0.25,0.15,0.42,0.53,0.02,0.66,0.5,2,1,0.23
"1993",0.17,0.65,0.02,0.87,0.06,0.13,0.64,0.17,0.01,0.64,0.32,1,2,0.19
"1994",0.43,0.59,0.11,0.46,0.14,0.76,0.61,0.1,0.08,0.55,0.49,2,2,0.48
